Geographic Area Name,Median income estimate
"Nikolski CDP, Alaska",-
"Ninilchik CDP, Alaska",23875
"Noatak CDP, Alaska",14519
"Nome city, Alaska",55588
"Nondalton city, Alaska",17969
"Noorvik city, Alaska",18235
"North Lakes CDP, Alaska",44014
"North Pole city, Alaska",56948
"Northway CDP, Alaska",-
"Nuiqsut city, Alaska",-
"Nulato city, Alaska",23047
"Nunam Iqua city, Alaska",-
"Nunapitchuk city, Alaska",12292
"Old Harbor city, Alaska",21563
"Oscarville CDP, Alaska",-
"Ouzinkie city, Alaska",24375
"Palmer city, Alaska",33774
"Paxson CDP, Alaska",-
"Pedro Bay CDP, Alaska",76250
"Pelican city, Alaska",25469
"Perryville CDP, Alaska",25833
"Petersburg CDP, Alaska",34328
"Petersville CDP, Alaska",-
"Pilot Point city, Alaska",36250
"Pilot Station city, Alaska",11786
"Pitkas Point CDP, Alaska",7404
"Platinum city, Alaska",31000
"Pleasant Valley CDP, Alaska",80607
"Point Baker CDP, Alaska",-
"Point Hope city, Alaska",20000
"Point Lay CDP, Alaska",38000
"Point MacKenzie CDP, Alaska",8614
"Point Possession CDP, Alaska",-
"Pope-Vannoy Landing CDP, Alaska",-
"Portage Creek CDP, Alaska",-
"Port Alexander city, Alaska",19643
"Port Alsworth CDP, Alaska",-
"Port Clarence CDP, Alaska",40208
"Port Graham CDP, Alaska",-
"Port Heiden city, Alaska",9750
"Port Lions city, Alaska",38000
"Port Protection CDP, Alaska",-
"Primrose CDP, Alaska",-
"Prudhoe Bay CDP, Alaska",100037
"Quinhagak city, Alaska",11875
"Rampart CDP, Alaska",-
"Red Devil CDP, Alaska",-
"Red Dog Mine CDP, Alaska",-
"Ridgeway CDP, Alaska",33269
"Ruby city, Alaska",17048
"Russian Mission city, Alaska",10972
"St. George city, Alaska",20982
"St. Mary's city, Alaska",20673
"St. Michael city, Alaska",11042
"St. Paul city, Alaska",28750
"Salamatof CDP, Alaska",24338
"Salcha CDP, Alaska",37039
"Sand Point city, Alaska",36325
"Savoonga city, Alaska",-
"Saxman city, Alaska",24773
"Scammon Bay city, Alaska",9643
"Selawik city, Alaska",12361
"Seldovia city, Alaska",49375
"Seldovia Village CDP, Alaska",28333
"Seward city, Alaska",39921
"Shageluk city, Alaska",26667
"Shaktoolik city, Alaska",23750
"Shishmaref city, Alaska",12303
"Shungnak city, Alaska",20341
"Silver Springs CDP, Alaska",76250
"Sitka city and borough, Alaska",46690
"Skagway CDP, Alaska",42833
"Skwentna CDP, Alaska",-
"Slana CDP, Alaska",21129
"Sleetmute CDP, Alaska",25000
"Soldotna city, Alaska",36304
"South Lakes CDP, Alaska",42554
"South Naknek CDP, Alaska",23500
"South Van Horn CDP, Alaska",40952
"Stebbins city, Alaska",13594
"Steele Creek CDP, Alaska",56250
"Sterling CDP, Alaska",50831
"Stevens Village CDP, Alaska",-
"Stony River CDP, Alaska",77500
"Sunrise CDP, Alaska",-
"Susitna CDP, Alaska",26250
"Susitna North CDP, Alaska",20673
"Sutton-Alpine CDP, Alaska",27273
"Takotna CDP, Alaska",-
"Talkeetna CDP, Alaska",28646
"Tanacross CDP, Alaska",8299
"Tanaina CDP, Alaska",42396
"Tanana city, Alaska",31000
"Tatitlek CDP, Alaska",28750
"Tazlina CDP, Alaska",49286
"Teller city, Alaska",16000
"Tenakee Springs city, Alaska",45852
"Tetlin CDP, Alaska",15284
"Thorne Bay city, Alaska",30787
"Togiak city, Alaska",19730
"Tok CDP, Alaska",30859
"Toksook Bay city, Alaska",15446
"Tolsona CDP, Alaska",-
"Tonsina CDP, Alaska",-
"Trapper Creek CDP, Alaska",37969
"Tuluksak CDP, Alaska",31237
"Tuntutuliak CDP, Alaska",-
"Tununak CDP, Alaska",10455
"Twin Hills CDP, Alaska",14583
"Two Rivers CDP, Alaska",75187
"Tyonek CDP, Alaska",31833
"Ugashik CDP, Alaska",-
"Unalakleet city, Alaska",45114
"Unalaska city, Alaska",48323
"Upper Kalskag city, Alaska",14107
"Utqiaġvik city, Alaska",39226
"Valdez city, Alaska",51429
"Venetie CDP, Alaska",33125
"Wainwright city, Alaska",31250
"Wales city, Alaska",13333
"Wasilla city, Alaska",40489
"Whale Pass city, Alaska",27857
"White Mountain city, Alaska",18125
"Whitestone CDP, Alaska",-
"Whitestone Logging Camp CDP, Alaska",-
"Whittier city, Alaska",39531
"Willow CDP, Alaska",39900
"Willow Creek CDP, Alaska",-
"Wiseman CDP, Alaska",-
"Womens Bay CDP, Alaska",47996
"Wrangell city and borough, Alaska",35429
"Yakutat CDP, Alaska",46964
"Aguila CDP, Arizona",-
"Ajo CDP, Arizona",30483
"Ak Chin CDP, Arizona",25795
"Ak-Chin Village CDP, Arizona",28421
"Alamo Lake CDP, Arizona",-
"Ali Chuk CDP, Arizona",-
"Ali Chukson CDP, Arizona",-
"Ali Molina CDP, Arizona",18250
"Alpine CDP, Arizona",30875
"Amado CDP, Arizona",-
"Anegam CDP, Arizona",-
"Antares CDP, Arizona",20417
"Anthem CDP, Arizona",57018
"Apache Junction city, Arizona",33146
"Arivaca CDP, Arizona",26413
"Arivaca Junction CDP, Arizona",28750
"Arizona City CDP, Arizona",36211
"Arizona Village CDP, Arizona",18750
"Arlington CDP, Arizona",-
"Ash Fork CDP, Arizona",27865
"Avenue B and C CDP, Arizona",23224
"Avondale city, Arizona",41707
"Avra Valley CDP, Arizona",26384
"Aztec CDP, Arizona",-
"Bagdad CDP, Arizona",40438
"Bear Flat CDP, Arizona",-
"Beaver Dam CDP, Arizona",25960
"Beaver Valley CDP, Arizona",31326
"Bellemont CDP, Arizona",70596
"Benson city, Arizona",27978
"Beyerville CDP, Arizona",24405
"Bisbee city, Arizona",28684
"Bitter Springs CDP, Arizona",27042
"Black Canyon City CDP, Arizona",29004
"Blackwater CDP, Arizona",24327
"Blue Ridge CDP, Arizona",41354
"Bluewater CDP, Arizona",32195
"Bouse CDP, Arizona",20858
"Bowie CDP, Arizona",16184
"Brenda CDP, Arizona",30526
"Bryce CDP, Arizona",68854
"Buckeye city, Arizona",43843
"Buckshot CDP, Arizona",-
"Bullhead City city, Arizona",26454
"Burnside CDP, Arizona",22813
"Bylas CDP, Arizona",21625
"Cactus Flats CDP, Arizona",38438
"Cactus Forest CDP, Arizona",26683
"Cameron CDP, Arizona",24327
"Campo Bonito CDP, Arizona",-
"Camp Verde town, Arizona",28914
"Cane Beds CDP, Arizona",-
"Canyon Day CDP, Arizona",21615
"Carefree town, Arizona",54276
"Carrizo CDP, Arizona",16691
"Casa Blanca CDP, Arizona",24467
"Casa Grande city, Arizona",35938
"Casas Adobes CDP, Arizona",42231
"Catalina CDP, Arizona",36541
"Catalina Foothills CDP, Arizona",60857
"Cave Creek town, Arizona",46543
"Cedar Creek CDP, Arizona",21667
"Centennial Park CDP, Arizona",30370
"Central CDP, Arizona",80156
"Central Heights-Midland City CDP, Arizona",35175
"Chandler city, Arizona",52580
"Charco CDP, Arizona",-
"Chiawuli Tak CDP, Arizona",-
"Chilchinbito CDP, Arizona",22000
"Chinle CDP, Arizona",32440
"Chino Valley town, Arizona",34582
"Chloride CDP, Arizona",31042
"Christopher Creek CDP, Arizona",26719
"Chuichu CDP, Arizona",14265
"Cibecue CDP, Arizona",16179
"Cibola CDP, Arizona",-
"Cienega Springs CDP, Arizona",31493
"Circle City CDP, Arizona",29118
"Citrus Park CDP, Arizona",55766
"Clacks Canyon CDP, Arizona",56750
"Clarkdale town, Arizona",28134
"Claypool CDP, Arizona",34138
"Clay Springs CDP, Arizona",33239
"Clifton town, Arizona",42921
"Colorado City town, Arizona",25764
"Comobabi CDP, Arizona",-
"Concho CDP, Arizona",-
"Congress CDP, Arizona",26951
"Coolidge city, Arizona",35976
"Copper Hill CDP, Arizona",33232
"Cordes Lakes CDP, Arizona",28250
"Cornfields CDP, Arizona",25000
"Cornville CDP, Arizona",33594
"Corona de Tucson CDP, Arizona",52015
"Cottonwood CDP, Arizona",-
"Cottonwood city, Arizona",32657
"Cowlic CDP, Arizona",-
"Crozier CDP, Arizona",-
"Crystal Beach CDP, Arizona",27286
"Cutter CDP, Arizona",-
"Dateland CDP, Arizona",28346
"Deer Creek CDP, Arizona",22361
"Del Muerto CDP, Arizona",28153
"Dennehotso CDP, Arizona",29034
"Desert Hills CDP, Arizona",36556
"Dewey-Humboldt town, Arizona",31883
"Dilkon CDP, Arizona",21573
"Dolan Springs CDP, Arizona",21563
"Doney Park CDP, Arizona",51055
"Donovan Estates CDP, Arizona",31372
"Douglas city, Arizona",20000
"Dragoon CDP, Arizona",58517
"Drexel Heights CDP, Arizona",34239
"Dripping Springs CDP, Arizona",28816
"Drysdale CDP, Arizona",4391
"Dudleyville CDP, Arizona",26000
"Duncan town, Arizona",22813
"Eagar town, Arizona",35810
"East Fork CDP, Arizona",-
"East Globe CDP, Arizona",30703
"East Verde Estates CDP, Arizona",29309
"Ehrenberg CDP, Arizona",-
"El Capitan CDP, Arizona",-
"Elephant Head CDP, Arizona",32756
"Elfrida CDP, Arizona",16058
"Elgin CDP, Arizona",28750
"El Mirage city, Arizona",35162
"Eloy city, Arizona",24627
"El Prado Estates CDP, Arizona",17010
"First Mesa CDP, Arizona",24573
"Flagstaff city, Arizona",29282
"Florence town, Arizona",32022
"Flowing Springs CDP, Arizona",-
"Flowing Wells CDP, Arizona",28423
"Forest Lakes CDP, Arizona",40417
"Fort Apache CDP, Arizona",53688
"Fort Defiance CDP, Arizona",34158
"Fort Mohave CDP, Arizona",31365
"Fort Thomas CDP, Arizona",46722
"Fortuna Foothills CDP, Arizona",32297
"Fort Valley CDP, Arizona",81764
"Fountain Hills town, Arizona",51738
"Franklin CDP, Arizona",41058
"Fredonia town, Arizona",22788
"Freedom Acres CDP, Arizona",27250
"Gadsden CDP, Arizona",40188
"Ganado CDP, Arizona",25750
"Geronimo Estates CDP, Arizona",-
"Gila Bend town, Arizona",34821
"Gila Crossing CDP, Arizona",-
"Gilbert town, Arizona",55389
"Gisela CDP, Arizona",-
"Glendale city, Arizona",36441
"Globe city, Arizona",31858
"Gold Canyon CDP, Arizona",45425
"Golden Shores CDP, Arizona",40635
"Golden Valley CDP, Arizona",27793
"Goodyear city, Arizona",46245
"Goodyear Village CDP, Arizona",27328
"Grand Canyon Village CDP, Arizona",45150
"Grand Canyon West CDP, Arizona",-
"Greasewood CDP, Arizona",19205
"Greenehaven CDP, Arizona",53125
"Green Valley CDP, Arizona",35829
"Greer CDP, Arizona",-
"Guadalupe town, Arizona",27304
"Gu Oidak CDP, Arizona",-
"Hackberry CDP, Arizona",-
"Haigler Creek CDP, Arizona",-
"Haivana Nakya CDP, Arizona",-
"Hard Rock CDP, Arizona",-
"Hayden town, Arizona",27361
"Heber-Overgaard CDP, Arizona",28283
"Holbrook city, Arizona",32620
"Hondah CDP, Arizona",47601
"Hotevilla-Bacavi CDP, Arizona",12167
"Houck CDP, Arizona",23424
"Huachuca City town, Arizona",28693
"Hunter Creek CDP, Arizona",-
"Icehouse Canyon CDP, Arizona",49383
"Indian Wells CDP, Arizona",12639
"Jakes Corner CDP, Arizona",18661
"Jeddito CDP, Arizona",16667
"Jerome town, Arizona",24091
"Joseph City CDP, Arizona",34196
"J-Six Ranchettes CDP, Arizona",48393
"Kachina Village CDP, Arizona",42115
"Kaibab CDP, Arizona",28542
"Kaibab Estates West CDP, Arizona",22750
"Kaibito CDP, Arizona",26364
"Kaka CDP, Arizona",-
"Katherine CDP, Arizona",23981
"Kayenta CDP, Arizona",34481
"Keams Canyon CDP, Arizona",33021
"Kearny town, Arizona",31734
"Kingman city, Arizona",34569
"Kino Springs CDP, Arizona",46016
"Klagetoh CDP, Arizona",23750
"Kleindale CDP, Arizona",46361
"Kohatk CDP, Arizona",-
"Kohls Ranch CDP, Arizona",-
"Komatke CDP, Arizona",29375
"Ko Vaya CDP, Arizona",-
"Kykotsmovi Village CDP, Arizona",27500
"Lake Havasu City city, Arizona",36215
"Lake Montezuma CDP, Arizona",30952
"Lake of the Woods CDP, Arizona",34861
"La Paz Valley CDP, Arizona",-
"Lazy Y U CDP, Arizona",73207
"LeChee CDP, Arizona",31111
"Leupp CDP, Arizona",26731
"Linden CDP, Arizona",36429
"Litchfield Park city, Arizona",57970
"Littlefield CDP, Arizona",34375
"Lower Santan Village CDP, Arizona",18152
"Low Mountain CDP, Arizona",15938
"Lukachukai CDP, Arizona",25313
"Lupton CDP, Arizona",-
"McConnico CDP, Arizona",-
"McNary CDP, Arizona",22321
"McNeal CDP, Arizona",39444
"Maish Vaya CDP, Arizona",48750
"Mammoth town, Arizona",23598
"Many Farms CDP, Arizona",26471
"Marana town, Arizona",47883
"Maricopa city, Arizona",46446
"Maricopa Colony CDP, Arizona",35408
"Martinez Lake CDP, Arizona",80313
"Mayer CDP, Arizona",40852
"Mead Ranch CDP, Arizona",-
"Meadview CDP, Arizona",24977
"Mesa city, Arizona",41340
"Mesa del Caballo CDP, Arizona",27145
"Mescal CDP, Arizona",23409
"Mesquite Creek CDP, Arizona",28077
"Miami town, Arizona",28163
"Miracle Valley CDP, Arizona",50026
"Moccasin CDP, Arizona",-
"Moenkopi CDP, Arizona",16734
"Mohave Valley CDP, Arizona",39002
"Mojave Ranch Estates CDP, Arizona",-
"Morenci CDP, Arizona",59397
"Mormon Lake CDP, Arizona",-
"Morristown CDP, Arizona",34000
"Mountainaire CDP, Arizona",35078
"Mountain View Ranches CDP, Arizona",39250
"Munds Park CDP, Arizona",31042
"Naco CDP, Arizona",26974
"Nazlini CDP, Arizona",23056
"Nelson CDP, Arizona",38083
"New Kingman-Butler CDP, Arizona",25539
"New River CDP, Arizona",58384
"Nogales city, Arizona",25414
"Nolic CDP, Arizona",-
"North Fork CDP, Arizona",43486
"Nutrioso CDP, Arizona",-
"Oak Creek Canyon CDP, Arizona",34659
"Oak Springs CDP, Arizona",27917
"Oatman CDP, Arizona",13710
"Oljato-Monument Valley CDP, Arizona",-
"Oracle CDP, Arizona",27489
"Orange Grove Mobile Manor CDP, Arizona",-
"Oro Valley town, Arizona",50816
"Oxbow Estates CDP, Arizona",-
"Padre Ranchitos CDP, Arizona",-
"Page city, Arizona",51448
"Palominas CDP, Arizona",62956
"Paradise Valley town, Arizona",89101
"Parker town, Arizona",37804
"Parker Strip CDP, Arizona",35500
"Parks CDP, Arizona",48226
"Patagonia town, Arizona",25946
"Paulden CDP, Arizona",33789
"Payson town, Arizona",35133
"Peach Springs CDP, Arizona",24844
"Peeples Valley CDP, Arizona",26000
"Peoria city, Arizona",46634
"Peridot CDP, Arizona",18021
"Phoenix city, Arizona",40786
"Picacho CDP, Arizona",29821
"Picture Rocks CDP, Arizona",29714
"Pima town, Arizona",41458
"Pinal CDP, Arizona",31817
"Pine CDP, Arizona",40292
"Pinedale CDP, Arizona",55288
"Pine Lake CDP, Arizona",15761
"Pinetop Country Club CDP, Arizona",37699
"Pinetop-Lakeside town, Arizona",28009
"Pinion Pines CDP, Arizona",-
"Pinon CDP, Arizona",21667
"Pirtleville CDP, Arizona",17055
"Pisinemo CDP, Arizona",16210
"Poston CDP, Arizona",16544
"Prescott city, Arizona",38235
"Prescott Valley town, Arizona",36663
"Quartzsite town, Arizona",18125
"Queen Creek town, Arizona",56230
"Queen Valley CDP, Arizona",18615
"Rainbow City CDP, Arizona",-
"Rancho Mesa Verde CDP, Arizona",-
"Red Lake CDP, Arizona",38874
"Red Mesa CDP, Arizona",38088
"Red Rock CDP (Apache County), Arizona",20521
"Red Rock CDP (Pinal County), Arizona",38320
"Rillito CDP, Arizona",-
"Rincon Valley CDP, Arizona",60556
"Rio Rico CDP, Arizona",33721
"Rio Verde CDP, Arizona",61029
"Rock House CDP, Arizona",-
"Rock Point CDP, Arizona",27847
"Roosevelt CDP, Arizona",-
"Roosevelt Estates CDP, Arizona",29726
"Rough Rock CDP, Arizona",25875
"Round Rock CDP, Arizona",32153
"Round Valley CDP, Arizona",40125
"Rye CDP, Arizona",-
"Sacate Village CDP, Arizona",-
"Sacaton CDP, Arizona",21855
"Sacaton Flats Village CDP, Arizona",24219
"Saddlebrooke CDP, Arizona",49749
"Safford city, Arizona",31938
"Sahuarita town, Arizona",45641
"St. David CDP, Arizona",34868
"St. Johns city, Arizona",55762
"St. Johns CDP, Arizona",25833
"St. Michaels CDP, Arizona",43300
"Salome CDP, Arizona",35410
"San Carlos CDP, Arizona",25847
"Sanders CDP, Arizona",31418
"San Jose CDP, Arizona",25750
"San Luis city, Arizona",23430
"San Manuel CDP, Arizona",26250
"San Miguel CDP, Arizona",19091
"San Simon CDP, Arizona",20034
"Santa Cruz CDP, Arizona",-
"San Tan Valley CDP, Arizona",42734
"Santa Rosa CDP, Arizona",24934
"Sawmill CDP, Arizona",18088
"Scenic CDP, Arizona",18834
"Scottsdale city, Arizona",59333
"Seba Dalkai CDP, Arizona",20833
"Second Mesa CDP, Arizona",15984
"Sedona city, Arizona",40228
"Sehili CDP, Arizona",11250
"Seligman CDP, Arizona",30325
"Sells CDP, Arizona",23093
"Seven Mile CDP, Arizona",-
"Shongopovi CDP, Arizona",-
"Shonto CDP, Arizona",41810
"Show Low city, Arizona",35194
"Shumway CDP, Arizona",54227
"Sierra Vista city, Arizona",38278
"Sierra Vista Southeast CDP, Arizona",45806
"Six Shooter Canyon CDP, Arizona",35511
"Snowflake town, Arizona",31250
"So-Hi CDP, Arizona",23278
"Solomon CDP, Arizona",-
"Somerton city, Arizona",30944
"Sonoita CDP, Arizona",51477
"South Komelik CDP, Arizona",29850
"South Tucson city, Arizona",23952
"Springerville town, Arizona",33003
"Spring Valley CDP, Arizona",25000
"Stanfield CDP, Arizona",26641
"Star Valley town, Arizona",38158
"Steamboat CDP, Arizona",18289
"Stotonic Village CDP, Arizona",28566
"Strawberry CDP, Arizona",28871
"Summerhaven CDP, Arizona",-
"Summit CDP, Arizona",26777
"Sun City CDP, Arizona",31977
"Sun City West CDP, Arizona",36914
"Sunizona CDP, Arizona",21016
"Sun Lakes CDP, Arizona",37365
"Sunsites CDP, Arizona",32794
"Sun Valley CDP, Arizona",-
"Sunwest CDP, Arizona",-
"Supai CDP, Arizona",-
"Superior town, Arizona",30734
"Surprise city, Arizona",44631
"Sweet Water Village CDP, Arizona","2,500-"
"Swift Trail Junction CDP, Arizona",19859
"Tacna CDP, Arizona",23859
"Tanque Verde CDP, Arizona",59447
"Tat Momoli CDP, Arizona",-
"Taylor town, Arizona",39411
"Teec Nos Pos CDP, Arizona",29955
"Tees Toh CDP, Arizona",24583
"Tempe city, Arizona",41381
"Thatcher town, Arizona",32147
"Theba CDP, Arizona",34375
"Three Points CDP, Arizona",27549
"Timberline-Fernwood CDP, Arizona",55221
"Tolani Lake CDP, Arizona",28068
"Tolleson city, Arizona",28651
"Tombstone city, Arizona",31576
"Tonalea CDP, Arizona",16719
"Tonopah CDP, Arizona",-
"Tonto Basin CDP, Arizona",27857
"Tonto Village CDP, Arizona",-
"Topawa CDP, Arizona",28145
"Topock CDP, Arizona",-
"Top-of-the-World CDP, Arizona",-
"Toyei CDP, Arizona",-
"Truxton CDP, Arizona",-
"Tsaile CDP, Arizona",13936
"Tubac CDP, Arizona",43821
"Tuba City CDP, Arizona",32867
"Tucson city, Arizona",31676
"Tucson Estates CDP, Arizona",34290
"Tucson Mountains CDP, Arizona",60103
"Tumacacori-Carmen CDP, Arizona",19393
"Turkey Creek CDP, Arizona",-
"Tusayan town, Arizona",-
"Upper Santan Village CDP, Arizona",-
"Utting CDP, Arizona",-
"Vail CDP, Arizona",51872
"Vaiva Vo CDP, Arizona",19286
"Valencia West CDP, Arizona",44395
"Valentine CDP, Arizona",22917
"Valle CDP, Arizona",31302
"Valle Vista CDP, Arizona",28201
"Ventana CDP, Arizona",-
"Verde Village CDP, Arizona",35717
"Vernon CDP, Arizona",45357
"Vicksburg CDP, Arizona",40000
"Village of Oak Creek (Big Park) CDP, Arizona",43870
"Wagon Wheel CDP, Arizona",32686
"Wahak Hotrontk CDP, Arizona",18750
"Wall Lane CDP, Arizona",12821
"Walnut Creek CDP, Arizona",29118
"Washington Park CDP, Arizona",-
"Wellton town, Arizona",24630
"Wellton Hills CDP, Arizona",-
